Steel,C,Si,Mn,Cr,Mo,Ni,Al,Cu,ppmB,Pa,Rc,lnRc,Texp
GA01,0.13,0.27,0.22,0.08,0,0.06,0,0.22,0,1132.36,60,4.094344562,770
GA01,0.13,0.27,0.22,0.08,0,0.06,0,0.22,0,1132.36,8.5,2.140066163,805
GA01,0.13,0.27,0.22,0.08,0,0.06,0,0.22,0,1132.36,0.65,-0.430782916,825
GA01,0.13,0.27,0.21,0.08,0,0.06,0,0.22,0,1132.36,0.05,-2.995732274,840
GA01,0.13,0.27,0.21,0.08,0,0.06,0,0.22,0,1132.36,0.004,-5.521460918,855
GA02,0.19,0.5,1.29,0.09,0,0.07,0,0.25,0,1114.33,87.5,4.471638793,675
GA02,0.19,0.5,1.29,0.09,0,0.07,0,0.25,0,1114.33,12.5,2.525728644,725
GA02,0.19,0.5,1.29,0.09,0,0.07,0,0.25,0,1114.33,0.9,-0.105360516,760
GA02,0.19,0.5,1.29,0.09,0,0.07,0,0.25,0,1114.33,0.06,-2.813410717,790
GA03,0.2,0.64,1.27,0.12,0,0,0,0.21,0,1114.33,75,4.317488114,700
GA03,0.2,0.64,1.27,0.12,0,0,0,0.21,0,1114.33,10,2.302585093,750
GA03,0.2,0.64,1.27,0.12,0,0,0,0.21,0,1114.33,0.8,-0.223143551,770
GA03,0.2,0.64,1.27,0.12,0,0,0,0.21,0,1114.33,0.07,-2.659260037,780
GA04,0.23,0.57,1.53,0.06,0,0,0,0,0,1114.33,18.1,2.895911938,700
GA04,0.23,0.57,1.53,0.06,0,0,0,0,0,1114.33,1.05,0.048790164,740
GA04,0.23,0.57,1.53,0.06,0,0,0,0,0,1114.33,0.085,-2.465104022,760
GA05,0.23,0.51,1.88,0.03,0,0,0,0,0,1114.33,21.3,3.058707073,665
GA05,0.23,0.51,1.88,0.03,0,0,0,0,0,1114.33,1.15,0.139761942,720
GA05,0.23,0.51,1.88,0.03,0,0,0,0,0,1114.33,0.105,-2.253794929,730
GA05,0.23,0.51,1.88,0.03,0,0,0,0,0,1114.33,0.01,-4.605170186,740
GA06,0.42,0.4,2.28,0,0,0,0,0,0,1085.28,4.25,1.446918983,600
GA06,0.42,0.4,2.28,0,0,0,0,0,0,1085.28,1.35,0.300104592,635
GA06,0.42,0.4,2.28,0,0,0,0,0,0,1085.28,0.1,-2.302585093,670
GA06,0.42,0.4,2.28,0,0,0,0,0,0,1085.28,0.008,-4.828313737,690
GA07,0.44,0.31,0.59,0.18,0,0,0,0,0,1085.29,60,4.094344562,650
GA07,0.44,0.31,0.59,0.18,0,0,0,0,0,1085.29,8,2.079441542,690
GA07,0.44,0.31,0.59,0.18,0,0,0,0,0,1085.29,0.6,-0.510825624,710
GA07,0.44,0.31,0.59,0.18,0,0,0,0,0,1085.29,0.045,-3.101092789,725
GA07,0.44,0.31,0.59,0.18,0,0,0,0,0,1085.29,0.002,-6.214608098,750
Ga07,0.44,0.31,0.6,0.18,0,0,0,0,0,1234.61,35,3.555348061,630
Ga07,0.44,0.31,0.6,0.18,0,0,0,0,0,1234.61,10,2.302585093,670
Ga07,0.44,0.31,0.6,0.18,0,0,0,0,0,1234.61,0.6,-0.510825624,710
Ga07,0.44,0.31,0.6,0.18,0,0,0,0,0,1234.61,0.045,-3.101092789,725
Ga07,0.44,0.31,0.6,0.18,0,0,0,0,0,1234.61,0.002,-6.214608098,750
GA08,0.48,0.42,2.54,0,0,0,0,0,0,1076.1,4.88,1.58514522,575
GA08,0.48,0.42,2.54,0,0,0,0,0,0,1076.1,0.175,-1.742969305,630
GA08,0.48,0.42,2.54,0,0,0,0,0,0,1076.1,0.012,-4.422848629,650
GA09,0.35,0.3,0.68,1.3,0.08,0.25,0,0.23,0,1078.9,1.25,0.223143551,720
GA09,0.35,0.3,0.67,1.3,0.08,0.25,0,0.23,0,1078.9,0.05,-2.995732274,745
GA09,0.35,0.3,0.67,1.3,0.08,0.25,0,0.23,0,1078.9,0.005,-5.298317367,750
Ga09,0.35,0.3,0.7,1.3,0.08,0.25,0,0.23,0,1262.22,0.425,-0.85566611,710
Ga09,0.35,0.3,0.7,1.3,0.08,0.25,0,0.23,0,1262.22,0.06,-2.813410717,735
Ga09,0.35,0.3,0.7,1.3,0.08,0.25,0,0.23,0,1262.22,0.005,-5.298317367,745
GA10,0.44,0.3,0.83,1.24,0.07,0.28,0,0.22,0,1069.67,1,0,690
GA10,0.44,0.3,0.83,1.24,0.07,0.28,0,0.22,0,1069.67,0.06,-2.813410717,730
GA10,0.44,0.3,0.83,1.24,0.07,0.28,0,0.22,0,1069.67,0.004,-5.521460918,750
Ga10,0.44,0.3,0.85,1.24,0.06,0.28,0,0.22,0,1262.22,0.5,-0.693147181,690
Ga10,0.44,0.3,0.85,1.24,0.06,0.28,0,0.22,0,1262.22,0.06,-2.813410717,730
Ga10,0.44,0.3,0.85,1.24,0.06,0.28,0,0.22,0,1262.22,0.005,-5.298317367,740
GA11,0.18,0.28,0.49,0.88,0.47,0.16,0,0.2,0,1148.65,5.25,1.658228077,740
GA11,0.18,0.28,0.49,0.88,0.47,0.16,0,0.2,0,1148.65,0.6,-0.510825624,785
GA11,0.18,0.28,0.49,0.88,0.47,0.16,0,0.2,0,1148.65,0.035,-3.352407217,810
GA11,0.18,0.27,0.49,0.88,0.47,0.16,0,0.2,0,1148.65,0.003,-5.80914299,815
GA12,0.22,0.29,0.62,1.09,0.29,0.37,0,0.19,0,1106.87,6.5,1.871802177,700
GA12,0.22,0.29,0.62,1.09,0.29,0.37,0,0.19,0,1106.87,0.85,-0.162518929,745
GA12,0.22,0.29,0.61,1.09,0.29,0.37,0,0.19,0,1106.87,0.065,-2.733368009,765
GA12,0.22,0.29,0.61,1.09,0.29,0.37,0,0.19,0,1106.87,0.006,-5.11599581,770
Ga12,0.22,0.29,0.65,1.09,0.29,0.37,0,0.19,0,1268.68,1.3,0.262364264,700
Ga12,0.22,0.29,0.64,1.09,0.29,0.37,0,0.19,0,1268.68,0.08,-2.525728644,750
Ga12,0.22,0.29,0.64,1.09,0.29,0.37,0,0.19,0,1268.68,0.008,-4.828313737,755
GA13,0.23,0.55,0.69,1.09,0.51,0,0,0,0,1167.82,4.75,1.558144618,750
GA13,0.23,0.55,0.69,1.09,0.51,0,0,0,0,1167.82,0.8,-0.223143551,765
GA13,0.23,0.55,0.69,1.09,0.51,0,0,0,0,1167.82,0.06,-2.813410717,785
GA13,0.23,0.55,0.69,1.09,0.51,0,0,0,0,1167.82,0.005,-5.298317367,800
GA14,0.3,0.28,0.65,1.17,0.35,0.12,0,0.23,0,1083.61,2.38,0.867100488,700
GA14,0.3,0.28,0.65,1.17,0.35,0.12,0,0.23,0,1083.61,0.7,-0.356674944,725
GA14,0.3,0.28,0.65,1.17,0.35,0.12,0,0.23,0,1083.61,0.045,-3.101092789,750
GA14,0.3,0.28,0.65,1.17,0.35,0.12,0,0.23,0,1083.61,0.003,-5.80914299,770
Ga14,0.3,0.28,0.68,1.17,0.34,0.12,0,0.23,0,1268.68,0.4,-0.916290732,715
Ga14,0.3,0.28,0.67,1.17,0.34,0.12,0,0.23,0,1268.68,0.045,-3.101092789,750
Ga14,0.3,0.28,0.67,1.17,0.34,0.12,0,0.23,0,1268.68,0.004,-5.521460918,760
GA15,0.38,0.31,0.67,1.18,0.25,0.09,0,0.21,0,1083.61,2.13,0.75612198,690
GA15,0.38,0.31,0.67,1.18,0.25,0.09,0,0.21,0,1083.61,0.55,-0.597837001,720
GA15,0.38,0.31,0.67,1.18,0.25,0.09,0,0.21,0,1083.61,0.03,-3.506557897,745
GA15,0.38,0.31,0.67,1.18,0.25,0.09,0,0.21,0,1083.61,0.002,-6.214608098,755
Ga15,0.38,0.3,0.69,1.17,0.25,0.09,0,0.21,0,1268.68,0.475,-0.744440475,680
Ga15,0.38,0.3,0.69,1.17,0.25,0.09,0,0.21,0,1268.68,0.055,-2.900422094,720
Ga15,0.38,0.3,0.69,1.17,0.25,0.09,0,0.21,0,1268.68,0.004,-5.521460918,735
GA16,0.46,0.3,0.42,1.2,0.35,0.24,0,0.32,0,1083.61,0.117,-2.145581344,700
Ga16,0.46,0.3,0.45,1.2,0.34,0.24,0,0.32,0,1268.68,0.09,-2.407945609,680
GA17,0.5,0.45,0.85,1.26,0.42,0.12,0,0.21,0,1083.61,0.08,-2.525728644,680
GA17,0.5,0.45,0.85,1.26,0.42,0.12,0,0.21,0,1083.61,0.004,-5.521460918,720
Ga17,0.5,0.45,0.87,1.26,0.41,0.12,0,0.21,0,1268.68,0.04,-3.218875825,680
Ga17,0.5,0.45,0.87,1.26,0.41,0.12,0,0.21,0,1268.68,0.006,-5.11599581,705
GA18,0.3,0.29,0.31,1.65,0.53,2.25,0,0.25,0,1083.61,0.133,-2.017406151,695
GA18,0.3,0.29,0.31,1.65,0.53,2.25,0,0.25,0,1083.61,0.007,-4.96184513,710
Ga18,0.3,0.29,0.35,1.64,0.52,2.25,0,0.25,0,1268.68,0.007,-4.96184513,710
GA20,0.17,0.3,0.71,0.09,0.49,0.51,0,0.18,0,1139.37,31.3,3.443618098,735
GA20,0.17,0.3,0.71,0.09,0.49,0.51,0,0.18,0,1139.37,9.5,2.251291799,765
GA20,0.17,0.3,0.71,0.09,0.49,0.51,0,0.18,0,1139.37,0.7,-0.356674944,790
GA20,0.17,0.3,0.71,0.09,0.49,0.51,0,0.18,0,1139.37,0.065,-2.733368009,795
GA20,0.17,0.3,0.7,0.09,0.49,0.51,0,0.18,0,1139.37,0.006,-5.11599581,800
GA21,0.3,0.38,0.54,0.08,0,3.26,0,0,0,1083.61,28.8,3.360375387,645
GA21,0.3,0.38,0.54,0.08,0,3.26,0,0,0,1083.61,9.5,2.251291799,665
GA21,0.3,0.38,0.54,0.08,0,3.26,0,0,0,1083.61,0.9,-0.105360516,670
GA21,0.3,0.38,0.54,0.08,0,3.26,0,0,0,1083.61,0.085,-2.465104022,675
GA21,0.3,0.38,0.54,0.08,0,3.26,0,0,0,1083.61,0.008,-4.828313737,680
GA22,0.38,1.43,1.43,0.28,0,0,0,0,0,1085.28,9,2.197224577,700
GA22,0.38,1.43,1.43,0.28,0,0,0,0,0,1085.28,0.6,-0.510825624,730
GA22,0.38,1.43,1.43,0.28,0,0,0,0,0,1085.28,0.05,-2.995732274,740
Ga22,0.38,1.43,1.43,0.28,0,0,0,0,0,1248.84,0.8,-0.223143551,710
Ga22,0.38,1.43,1.43,0.28,0,0,0,0,0,1248.84,0.065,-2.733368009,725
GA23,0.73,2.22,0.92,0.13,0,0.09,0,0.18,0,1078.96,6.75,1.909542505,645
GA23,0.73,2.22,0.92,0.13,0,0.09,0,0.18,0,1078.96,1,0,680
GA23,0.73,2.22,0.92,0.13,0,0.09,0,0.18,0,1078.96,0.07,-2.659260037,710
GA23,0.73,2.22,0.92,0.13,0,0.09,0,0.18,0,1078.96,0.006,-5.11599581,725
GA24,0.76,0.33,0.27,0.14,0,0.07,0,0.2,0,1092.92,90,4.49980967,635
GA24,0.76,0.33,0.27,0.14,0,0.07,0,0.2,0,1092.92,14,2.63905733,675
GA24,0.76,0.33,0.27,0.14,0,0.07,0,0.2,0,1092.92,1.3,0.262364264,685
GA24,0.76,0.33,0.27,0.14,0,0.07,0,0.2,0,1092.92,0.11,-2.207274913,705
GA24,0.76,0.33,0.26,0.14,0,0.07,0,0.2,0,1092.92,0.01,-4.605170186,715
GA27,0.19,0.44,1.19,0.31,0.35,0.9,0,1.19,0,1097.35,4.59,1.523880024,656
GA27,0.19,0.44,1.19,0.31,0.35,0.9,0,1.19,0,1097.35,0.636,-0.452556716,699
GA27,0.19,0.44,1.19,0.31,0.35,0.9,0,1.19,0,1097.35,0.016,-4.135166557,730
Ga27,0.19,0.43,1.21,0.31,0.35,0.9,0,1.19,0,1262.22,1.344,0.295650242,669
Ga27,0.19,0.43,1.21,0.31,0.35,0.9,0,1.19,0,1262.22,0.206,-1.57987911,707
Ga27,0.19,0.43,1.21,0.31,0.35,0.9,0,1.19,0,1262.22,0.02,-3.912023005,731
GB01,0.15,0.24,0.06,0.07,0,0,0,0.17,0,1139.53,150,5.010635294,720
GB01,0.15,0.24,0.06,0.07,0,0,0,0.17,0,1139.53,8.5,2.140066163,785
GB01,0.15,0.24,0.06,0.07,0,0,0,0.17,0,1139.53,0.6,-0.510825624,810
GB01,0.15,0.24,0.04,0.07,0,0,0,0.17,0,1139.53,0.045,-3.101092789,825
GB01,0.15,0.24,0.03,0.07,0,0,0,0.17,0,1139.53,0.004,-5.521460918,835
Gb01,0.15,0.24,0.14,0.07,0,0,0,0.17,0,1280.57,155,5.043425117,715
Gb01,0.15,0.24,0.14,0.07,0,0,0,0.17,0,1280.57,9,2.197224577,780
Gb01,0.15,0.24,0.14,0.07,0,0,0,0.17,0,1280.57,0.7,-0.356674944,800
Gb01,0.15,0.24,0.13,0.07,0,0,0,0.17,0,1280.57,0.055,-2.900422094,815
Gb01,0.15,0.24,0.13,0.07,0,0,0,0.17,0,1280.57,0.004,-5.521460918,830
GB02,0.3,0.38,0.13,0.14,0,0,0,0.27,0,1073.35,23.8,3.169685581,735
GB02,0.3,0.38,0.13,0.14,0,0,0,0.27,0,1073.35,7,1.945910149,760
GB02,0.3,0.38,0.13,0.14,0,0,0,0.27,0,1073.35,0.6,-0.510825624,770
GB02,0.3,0.38,0.13,0.14,0,0,0,0.27,0,1073.35,0.045,-3.101092789,785
GB02,0.3,0.38,0.12,0.14,0,0,0,0.27,0,1073.35,0.004,-5.521460918,795
Gb02,0.3,0.38,0.16,0.14,0,0,0,0.27,0,1185.15,57.5,4.051784948,700
Gb02,0.3,0.38,0.16,0.14,0,0,0,0.27,0,1185.15,19,2.944438979,740
Gb02,0.3,0.38,0.15,0.14,0,0,0,0.27,0,1185.15,1.6,0.470003629,770
Gb02,0.3,0.38,0.13,0.14,0,0,0,0.27,0,1185.15,0.145,-1.931021537,785
Gb02,0.3,0.38,0.12,0.14,0,0,0,0.27,0,1185.15,0.014,-4.268697949,795
GB03,0.46,0.42,0.19,0.15,0,0,0,0.27,0,1073.35,37.5,3.624340933,680
GB03,0.46,0.42,0.19,0.15,0,0,0,0.27,0,1073.35,12.5,2.525728644,705
GB03,0.46,0.42,0.19,0.15,0,0,0,0.27,0,1073.35,1.1,0.09531018,720
GB03,0.46,0.42,0.19,0.15,0,0,0,0.27,0,1073.35,0.1,-2.302585093,730
GB03,0.46,0.42,0.18,0.15,0,0,0,0.27,0,1073.35,0.01,-4.605170186,735
Gb03,0.46,0.41,0.21,0.15,0,0,0,0.27,0,1185.15,63.8,4.15575319,675
Gb03,0.46,0.41,0.21,0.15,0,0,0,0.27,0,1185.15,23,3.135494216,700
Gb03,0.46,0.41,0.2,0.15,0,0,0,0.27,0,1185.15,2.15,0.765467842,715
Gb03,0.46,0.41,0.19,0.15,0,0,0,0.27,0,1185.15,0.205,-1.5847453,725
Gb03,0.46,0.41,0.19,0.15,0,0,0,0.27,0,1185.15,0.02,-3.912023005,730
GB04,0.16,0.24,1.19,1.07,0,0.13,0,0.25,0,1102.22,16,2.772588722,680
GB04,0.16,0.24,1.19,1.07,0,0.13,0,0.25,0,1102.22,1,0,740
GB04,0.16,0.24,1.19,1.07,0,0.13,0,0.25,0,1102.22,0.09,-2.407945609,750
GB04,0.16,0.24,1.19,1.07,0,0.13,0,0.25,0,1102.22,0.009,-4.710530702,755
Gb04,0.16,0.24,1.21,1.07,0,0.13,0,0.25,0,1268.68,4.67,1.541159072,700
Gb04,0.16,0.24,1.21,1.07,0,0.13,0,0.25,0,1268.68,1,0,740
Gb04,0.16,0.24,1.21,1.07,0,0.13,0,0.25,0,1268.68,0.09,-2.407945609,750
Gb04,0.16,0.24,1.21,1.07,0,0.13,0,0.25,0,1268.68,0.009,-4.710530702,755
GB05,0.33,0.29,1.34,1.16,0,0.13,0,0.28,0,1073.35,2.58,0.947789399,675
GB05,0.33,0.29,1.34,1.16,0,0.13,0,0.28,0,1073.35,0.12,-2.120263536,710
GB05,0.33,0.29,1.34,1.16,0,0.13,0,0.28,0,1073.35,0.011,-4.509860006,725
Gb05,0.33,0.29,1.34,1.15,0,0.13,0,0.28,0,1185.15,1.25,0.223143551,680
Gb05,0.33,0.29,1.34,1.15,0,0.13,0,0.28,0,1185.15,0.22,-1.514127733,710
Gb05,0.33,0.29,1.34,1.15,0,0.13,0,0.28,0,1185.15,0.021,-3.863232841,725
GB06,0.53,0.31,1.35,1.19,0,0.13,0,0.28,0,1073.35,0.155,-1.864330162,675
GB06,0.53,0.31,1.35,1.19,0,0.13,0,0.28,0,1073.35,0.014,-4.268697949,690
Gb06,0.53,0.31,1.35,1.19,0,0.13,0,0.28,0,1185.15,0.26,-1.347073648,670
Gb06,0.53,0.31,1.35,1.19,0,0.13,0,0.28,0,1185.15,0.025,-3.688879454,685
GB07,0.13,0.32,0.4,1.58,0.06,1.73,0,0.24,0,1102.22,6,1.791759469,700
GB07,0.13,0.32,0.4,1.58,0.06,1.73,0,0.24,0,1102.22,0.95,-0.051293294,725
GB07,0.13,0.32,0.4,1.58,0.06,1.73,0,0.24,0,1102.22,0.085,-2.465104022,735
GB07,0.13,0.32,0.39,1.58,0.06,1.73,0,0.24,0,1102.22,0.007,-4.96184513,750
Gb07,0.13,0.32,0.44,1.58,0.06,1.73,0,0.24,0,1268.68,1.2,0.182321557,700
Gb07,0.13,0.32,0.44,1.58,0.06,1.73,0,0.24,0,1268.68,0.09,-2.407945609,730
Gb07,0.13,0.32,0.44,1.58,0.06,1.73,0,0.24,0,1268.68,0.007,-4.96184513,750
GB08,0.32,0.38,0.51,1.72,0.09,1.68,0,0.27,0,1073.35,0.217,-1.527857925,700
GB08,0.32,0.38,0.51,1.72,0.09,1.68,0,0.27,0,1073.35,0.011,-4.509860006,725
Gb08,0.32,0.38,0.51,1.72,0.09,1.68,0,0.27,0,1185.15,0.392,-0.936493439,695
Gb08,0.32,0.38,0.51,1.71,0.09,1.68,0,0.27,0,1185.15,0.021,-3.863232841,725
GB09,0.5,0.39,0.53,1.76,0.09,1.62,0,0.26,0,1073.35,0.038,-3.270169119,680
GB09,0.5,0.39,0.53,1.76,0.09,1.62,0,0.26,0,1073.35,0.015,-4.199705078,685
Gb09,0.5,0.39,0.55,1.76,0.09,1.62,0,0.26,0,1185.15,0.025,-3.688879454,680
GB10,0.16,0.33,0.43,2.1,0.03,2.25,0,0,0,1102.22,0.575,-0.553385238,675
GB10,0.16,0.33,0.43,2.1,0.03,2.25,0,0,0,1102.22,0.095,-2.353878387,695
GB10,0.16,0.33,0.42,2.1,0.03,2.25,0,0,0,1102.22,0.008,-4.828313737,715
Gb10,0.16,0.33,0.46,2.1,0.03,2.25,0.03,0,0,1268.68,0.183,-1.698269126,680
Gb10,0.16,0.33,0.46,2.1,0.03,2.25,0.03,0,0,1268.68,0.1,-2.302585093,690
Gb10,0.16,0.33,0.46,2.1,0.03,2.25,0.03,0,0,1268.68,0.008,-4.828313737,710
GB11,0.34,0.37,0.46,2.23,0.04,2.14,0.03,0,0,1073.35,0.135,-2.002480501,695
GB11,0.34,0.37,0.46,2.23,0.04,2.14,0,0,0,1073.35,0.018,-4.017383521,720
Gb11,0.34,0.37,0.48,2.23,0.04,2.14,0,0,0,1185.15,0.042,-3.170085661,680
GB13,0.13,0.29,0.4,0.85,0.05,4.15,0,0.2,0,1111.19,4.38,1.477048724,650
GB13,0.13,0.29,0.4,0.85,0.05,4.15,0,0.2,0,1111.19,0.135,-2.002480501,690
GB13,0.13,0.29,0.39,0.85,0.05,4.15,0,0.2,0,1111.19,0.012,-4.422848629,705
Gb13,0.13,0.29,0.44,0.85,0.05,4.15,0,0.2,0,1280.57,0.165,-1.801809805,660
Gb13,0.13,0.29,0.44,0.85,0.05,4.15,0,0.2,0,1280.57,0.015,-4.199705078,680
GB14,0.25,0.3,0.42,0.87,0.06,3.97,0,0.2,0,1073.35,0.21,-1.560647748,620
GB14,0.25,0.3,0.42,0.87,0.06,3.97,0,0.2,0,1073.35,0.016,-4.135166557,675
Gb14,0.25,0.3,0.45,0.87,0.06,3.97,0,0.2,0,1185.15,0.029,-3.540459449,640
GB15,0.53,0.3,0.45,0.9,0.06,3.85,0,0.19,0,1073.35,0.021,-3.863232841,620
GB16,0.22,0.35,0.65,0.63,0.57,0.17,0.04,0.21,0,1130.09,15,2.708050201,720
GB16,0.22,0.35,0.65,0.63,0.57,0.17,0.04,0.21,0,1130.09,1,0,770
GB16,0.22,0.35,0.65,0.63,0.57,0.17,0.04,0.21,0,1130.09,0.075,-2.590267165,795
GB16,0.22,0.35,0.65,0.63,0.57,0.17,0.04,0.21,0,1130.09,0.007,-4.96184513,800
Gb16,0.22,0.35,0.69,0.63,0.56,0.17,0.04,0.21,0,1280.57,1.05,0.048790164,765
Gb16,0.22,0.35,0.68,0.63,0.56,0.17,0.04,0.21,0,1280.57,0.08,-2.525728644,790
Gb16,0.22,0.35,0.69,0.63,0.56,0.17,0.04,0.21,0,1280.57,0.007,-4.96184513,800
GB17,0.28,0.38,0.69,0.65,0.64,0.17,0.04,0.22,0,1073.35,0.85,-0.162518929,745
GB17,0.28,0.38,0.69,0.65,0.64,0.17,0.04,0.22,0,1073.35,0.055,-2.900422094,775
GB17,0.28,0.38,0.68,0.65,0.63,0.17,0.04,0.22,0,1073.35,0.004,-5.521460918,790
Gb17,0.28,0.37,0.69,0.65,0.63,0.17,0.04,0.22,0,1185.15,2.05,0.717839793,725
Gb17,0.28,0.37,0.69,0.65,0.63,0.17,0.04,0.22,0,1185.15,0.16,-1.832581464,770
Gb17,0.28,0.37,0.68,0.65,0.63,0.17,0.04,0.22,0,1185.15,0.015,-4.199705078,785
GB18,0.57,0.44,0.75,0.69,0.81,0.16,0.04,0.22,0,1073.35,0.075,-2.590267165,680
GB18,0.57,0.44,0.75,0.69,0.44,0.16,0.04,0.22,0,1073.35,0.011,-4.509860006,720
Gb18,0.57,0.44,0.75,0.69,0.81,0.16,0.04,0.22,0,1185.15,0.133,-2.017406151,665
Gb18,0.57,0.44,0.75,0.69,0.8,0.16,0.04,0.22,0,1185.15,0.022,-3.816712826,710
GB19,0.2,0.17,0.53,0.53,0.6,1.81,0,0,0,1111.19,1.45,0.371563556,680
GB19,0.2,0.17,0.53,0.53,0.6,1.81,0,0,0,1111.19,0.105,-2.253794929,720
GB19,0.2,0.17,0.53,0.53,0.6,1.81,0,0,0,1111.19,0.009,-4.710530702,740
Gb19,0.2,0.17,0.57,0.52,0.6,1.81,0,0,0,1280.57,0.145,-1.931021537,680
Gb19,0.2,0.17,0.57,0.52,0.6,1.81,0,0,0,1280.57,0.011,-4.509860006,720
GB20,0.28,0.18,0.57,0.54,0.69,1.79,0,0,0,1073.35,0.15,-1.897119985,680
GB20,0.28,0.18,0.57,0.54,0.69,1.79,0,0,0,1073.35,0.009,-4.710530702,740
Gb20,0.28,0.18,0.57,0.54,0.69,1.79,0,0,0,1185.15,0.13,-2.040220829,670
Gb20,0.28,0.18,0.57,0.54,0.69,1.79,0,0,0,1185.15,0.021,-3.863232841,725
GB22,0.23,0.36,0.46,0.14,0.7,0.06,0.04,0.1,0,1120.64,2.75,1.011600912,755
GB22,0.23,0.36,0.46,0.14,0.7,0.06,0.04,0.1,0,1120.64,0.85,-0.162518929,780
GB22,0.23,0.36,0.46,0.14,0.7,0.06,0.04,0.1,0,1120.64,0.05,-2.995732274,815
GB22,0.23,0.36,0.46,0.14,0.7,0.06,0.04,0.1,0,1120.64,0.004,-5.521460918,825
Gb22,0.23,0.36,0.51,0.14,0.69,0.06,0.04,0.1,0,1280.57,1.83,0.604315967,755
Gb22,0.23,0.36,0.51,0.14,0.69,0.06,0.04,0.1,0,1280.57,0.9,-0.105360516,775
Gb22,0.23,0.36,0.51,0.14,0.69,0.06,0.04,0.1,0,1280.57,0.055,-2.900422094,810
Gb22,0.23,0.36,0.51,0.14,0.69,0.06,0.04,0.1,0,1280.57,0.004,-5.521460918,825
GB23,0.31,0.4,0.52,0.14,0.79,0.06,0.04,0.1,0,1073.35,2,0.693147181,750
GB23,0.31,0.4,0.52,0.14,0.79,0.06,0.04,0.1,0,1073.35,0.65,-0.430782916,765
GB23,0.31,0.4,0.52,0.14,0.79,0.06,0.04,0.1,0,1073.35,0.035,-3.352407217,795
GB23,0.31,0.4,0.52,0.14,0.79,0.06,0.04,0.1,0,1073.35,0.003,-5.80914299,800
Gb23,0.31,0.4,0.53,0.14,0.79,0.06,0.04,0.1,0,1185.15,4.88,1.58514522,735
Gb23,0.31,0.4,0.53,0.14,0.79,0.06,0.04,0.1,0,1185.15,1.75,0.559615788,755
Gb23,0.31,0.4,0.52,0.14,0.79,0.06,0.04,0.1,0,1185.15,0.14,-1.966112856,790
Gb23,0.31,0.4,0.52,0.14,0.78,0.06,0.04,0.1,0,1185.15,0.013,-4.342805922,800
GB24,0.58,0.45,0.59,0.15,0.98,0.05,0.04,0.1,0,1073.35,0.375,-0.980829253,680
GB24,0.58,0.45,0.59,0.15,0.98,0.05,0.04,0.1,0,1073.35,0.13,-2.040220829,700
GB24,0.58,0.45,0.59,0.15,0.42,0.05,0.04,0.1,0,1073.35,0.011,-4.509860006,720
Gb24,0.58,0.45,0.59,0.15,0.97,0.05,0.04,0.1,0,1185.15,0.23,-1.46967597,700
Gb24,0.58,0.45,0.59,0.15,0.42,0.05,0.04,0.1,0,1185.15,0.021,-3.863232841,720
GB25,0.37,0.22,0.57,0,0,0.06,0,0.16,0,1127.21,37.5,3.624340933,660
GB25,0.37,0.22,0.57,0,0,0.06,0,0.16,0,1127.21,13,2.564949357,680
