Steel,C,Si,Mn,Cr,Mo,Ni,Al,Cu,ppmB,Pa,Rc,lnRc,Texp
OEwk6,0.35,0.47,0,1.95,0.27,1.07,0.76,0,0,1120.81,0.537,-0.621757184,714
OEwk6,0.35,0.47,0,1.95,0.27,1.07,0.76,0,0,1120.81,0.164,-1.807888851,739
OEwk6,0.35,0.47,0,1.95,0.27,1.07,0.77,0,0,1120.81,0.054,-2.918771232,752
OEwk6,0.35,0.47,0,1.95,0.27,1.07,0.78,0,0,1120.81,0.026,-3.649658741,758
OGra1,0.24,1.01,1.93,0,0,0,0.09,0,0,1293.3,4,1.386294361,695
OGra1,0.24,1.01,1.93,0,0,0,0.09,0,0,1293.3,2,0.693147181,715
OGra1,0.24,1.01,1.93,0,0,0,0.1,0,0,1293.3,1,0,730
OGra2,0.43,1.27,1.89,0,0,0,0.74,0,0,1293.3,10,2.302585093,705
OGra2,0.43,1.27,1.89,0,0,0,0.74,0,0,1293.3,4,1.386294361,715
OGra2,0.43,1.27,1.89,0,0,0,0.74,0,0,1293.3,1,0,725
OGra3,0.17,0.21,5.02,0,0.2,0,1.47,0,0,1222.63,0.03,-3.506557897,790
OGra3,0.17,0.21,5.03,0,0.2,0,1.47,0,0,1222.63,0.01,-4.605170186,815
OLis1,0.04,0.36,4.02,0,0,0.19,0,0,0,1115.92,0.008,-4.828313737,780
OSu51,0.03,0.18,1.19,0.99,0.09,0.15,0,0.22,0,1083.61,3,1.098612289,735
OSu51,0.03,0.18,1.19,0.99,0.09,0.15,0,0.22,0,1083.61,0.7,-0.356674944,767
OSu70,0.02,0.19,1.87,0.85,0.22,0,0,0,0,1083.61,6,1.791759469,716
OSu70,0.02,0.19,1.87,0.85,0.22,0,0,0,0,1083.61,3,1.098612289,737
OSu70,0.02,0.19,1.87,0.85,0.22,0,0,0,0,1083.61,0.4,-0.916290732,758
OSu71,0.03,0.18,1.77,0.82,0.21,0,0,0,0,1083.61,0.7,-0.356674944,736
OSu71,0.03,0.18,1.77,0.82,0.21,0,0,0,0,1083.61,0.4,-0.916290732,738
OSu73,0.03,0.19,1.77,0.82,0.21,0,0,0.69,0,1083.61,0.4,-0.916290732,721
OSu76,0.03,0.21,1.69,0.82,0.46,0,0,0,0,1083.61,0.7,-0.356674944,751
OSu76,0.03,0.21,1.69,0.82,0.46,0,0,0,0,1083.61,0.4,-0.916290732,751
OSu78,0.05,0.19,1.67,0.81,0.2,0,0,0,0,1083.61,0.7,-0.356674944,756
OSu78,0.05,0.19,1.67,0.81,0.2,0,0,0,0,1083.61,0.4,-0.916290732,760
OSu80,0.03,0.18,1.44,0.03,0,0,0,0.2,0,1083.61,1.5,0.405465108,759
OSu80,0.03,0.18,1.44,0.03,0,0,0,0.2,0,1083.61,0.4,-0.916290732,781
OKob1,0.2,1.7,1.91,0,0,0,0.01,0,0,1083.61,20,2.995732274,700
OKob1,0.2,1.7,1.91,0,0,0,0.01,0,0,1083.61,5,1.609437912,745
OKob1,0.2,1.7,1.9,0,0,0,0.01,0,0,1083.61,1,0,760
OKob1,0.2,1.7,1.9,0,0,0,0,0,0,1083.61,0.3,-1.203972804,775
OKaw1,0.32,0.39,0.72,1.24,0,0,0,0,0,1050.52,1.5,0.405465108,681
OKaw1,0.32,0.39,0.72,1.24,0,0,0,0,0,1050.52,0.4,-0.916290732,715
OKaw1,0.32,0.39,0.72,1.24,0,0,0,0,0,1050.52,0.16,-1.832581464,726
OShi1,0.03,0.13,0.86,0.32,0.24,0.36,0,1.06,0,1268.68,1,0,725
OShi1,0.03,0.13,0.86,0.32,0.24,0.36,0,1.06,0,1268.68,0.5,-0.693147181,750
OShi1,0.03,0.13,0.84,0.32,0.25,0.36,0,1.06,0,1268.68,0.05,-2.995732274,770
OShi2,0.02,0.11,0.79,0.31,0.24,0.35,0,1.47,0,1268.68,1,0,700
OShi2,0.02,0.11,0.78,0.31,0.24,0.35,0,1.47,0,1268.68,0.5,-0.693147181,735
OShi2,0.02,0.11,0.77,0.31,0.24,0.35,0,1.47,0,1268.68,0.05,-2.995732274,760
OShi3,0.02,0.12,0.84,0.3,0.23,0.34,0,2.03,0,1268.68,1,0,695
OShi3,0.02,0.12,0.83,0.3,0.23,0.34,0,2.03,0,1268.68,0.5,-0.693147181,700
OShi3,0.02,0.12,0.82,0.3,0.24,0.34,0,2.03,0,1268.68,0.05,-2.995732274,735
OPok1,0.3,1.25,2.41,1.16,0,0,0,0,0,1298.83,0.2,-1.609437912,698
OPok2,0.29,0.58,2.3,1.16,0,0,0.35,0,0,1298.83,0.2,-1.609437912,680
XO666,0.13,0.3,0.62,1.36,0.11,0.2,0.03,0.23,9.7,1381.65,2,0.693147181,720
XO666,0.13,0.3,0.61,1.36,0.11,0.2,0.03,0.23,7.9,1381.65,1,0,755
XO666,0.13,0.3,0.61,1.36,0.11,0.2,0.03,0.23,6,1381.65,0.5,-0.693147181,765
XO666,0.13,0.3,0.61,1.36,0.11,0.2,0.03,0.23,3.8,1381.65,0.2,-1.609437912,780
XO656,0.11,0.29,0.82,1.23,0.09,0.22,0.04,0.15,7.4,1381.65,2,0.693147181,735
XO656,0.11,0.29,0.82,1.23,0.09,0.22,0.04,0.15,6.1,1381.65,1,0,765
XO656,0.11,0.29,0.82,1.23,0.09,0.22,0.04,0.15,5,1381.65,0.5,-0.693147181,785
XO656,0.11,0.29,0.82,1.23,0.09,0.22,0.04,0.15,3.4,1381.65,0.2,-1.609437912,795
XO751,0.05,0.22,0.55,1.23,0.09,0.23,0.03,0.01,31.6,1381.65,2,0.693147181,745
XO751,0.05,0.22,0.55,1.23,0.09,0.23,0.03,0.01,29.7,1381.65,1,0,755
XO751,0.05,0.22,0.55,1.23,0.09,0.23,0.03,0.01,26.7,1381.65,0.5,-0.693147181,785
XO751,0.05,0.22,0.55,1.23,0.09,0.23,0.03,0.01,19.5,1381.65,0.2,-1.609437912,810
XO752,0.05,0.22,0.42,1.23,0.09,0.23,0.03,0.01,23.6,1114.33,2,0.693147181,745
XO752,0.05,0.22,0.42,1.23,0.09,0.23,0.03,0.01,23.7,1114.33,1,0,790
XO752,0.05,0.22,0.42,1.23,0.09,0.23,0.03,0.01,23.5,1114.33,0.5,-0.693147181,790
XO771,0.08,0.24,0.71,1.17,0.02,0.24,0.03,0.17,19.7,1381.65,2,0.693147181,750
XO771,0.08,0.24,0.71,1.17,0.02,0.24,0.03,0.17,15.3,1381.65,1,0,740
XO771,0.08,0.24,0.71,1.17,0.02,0.24,0.03,0.17,12.5,1381.65,0.5,-0.693147181,785
XO772,0.08,0.24,0.63,1.17,0.02,0.24,0.03,0.17,7.9,1114.33,30,3.401197382,740
XO772,0.08,0.24,0.63,1.17,0.02,0.24,0.03,0.17,8.2,1114.33,10,2.302585093,770
XO772,0.08,0.24,0.63,1.17,0.02,0.24,0.03,0.17,8.3,1114.33,5,1.609437912,785
XO772,0.08,0.24,0.63,1.17,0.02,0.24,0.03,0.17,8.4,1114.33,2,0.693147181,795
XO772,0.08,0.24,0.63,1.17,0.02,0.24,0.03,0.17,8.4,1114.33,1,0,805
XO772,0.08,0.24,0.63,1.17,0.02,0.24,0.03,0.17,8.3,1114.33,0.5,-0.693147181,810
XO781,0.08,0.27,0.66,1.21,0.09,0.21,0.03,0.15,5.1,1381.65,1,0,750
XO781,0.08,0.27,0.65,1.21,0.09,0.21,0.03,0.15,4.7,1381.65,0.5,-0.693147181,790
XO782,0.08,0.27,0.56,1.21,0.09,0.21,0.03,0.15,4,1114.33,10,2.302585093,765
XO782,0.08,0.27,0.56,1.21,0.09,0.21,0.03,0.15,4.3,1114.33,5,1.609437912,785
XO782,0.08,0.27,0.56,1.21,0.09,0.21,0.03,0.15,4.5,1114.33,2,0.693147181,800
XO782,0.08,0.27,0.56,1.21,0.09,0.21,0.03,0.15,4.5,1114.33,0.5,-0.693147181,810
XO783,0.08,0.23,0.72,1.45,0.02,0.24,0.03,0.18,15.6,1381.65,10,2.302585093,720
XO783,0.08,0.23,0.72,1.45,0.02,0.24,0.03,0.18,15.3,1381.65,5,1.609437912,735
XO783,0.08,0.23,0.72,1.45,0.02,0.24,0.03,0.18,14.3,1381.65,2,0.693147181,780
XO783,0.08,0.23,0.72,1.45,0.02,0.24,0.03,0.18,12.6,1381.65,1,0,795
XO783,0.08,0.23,0.72,1.45,0.02,0.24,0.03,0.18,10.5,1381.65,0.5,-0.693147181,805
XO784,0.08,0.23,0.64,1.45,0.02,0.24,0.03,0.18,8.8,1114.33,10,2.302585093,765
XO784,0.08,0.23,0.64,1.45,0.02,0.24,0.03,0.18,8.7,1114.33,5,1.609437912,760
XO784,0.08,0.23,0.64,1.45,0.02,0.24,0.03,0.18,8.8,1114.33,2,0.693147181,775
XO784,0.08,0.23,0.64,1.45,0.02,0.24,0.03,0.18,9,1114.33,1,0,800
XO784,0.08,0.23,0.64,1.45,0.02,0.24,0.03,0.18,8.9,1114.33,0.5,-0.693147181,805
XCB10,0.1,0.3,0.69,0,0,0,0,0,11.4,1148.34,3.047,1.1141575,765
XCB10,0.1,0.3,0.69,0,0,0,0,0,14.2,1148.34,0.153,-1.877317358,805
XCB10,0.1,0.3,0.69,0,0,0,0,0,16.2,1148.34,0.008,-4.828313737,830
XCB11,0.1,0.33,0.73,0,0.21,0,0,0,12,1190.33,0.157,-1.851509474,780
XCB11,0.1,0.33,0.73,0,0.21,0,0,0,15.2,1190.33,0.033,-3.411247718,820
XCB11,0.1,0.33,0.73,0,0.21,0,0,0,16.6,1190.33,0.008,-4.828313737,835
XCB12,0.09,0.33,0.73,0,0.42,0,0,0,13,1190.33,0.034,-3.381394754,795
XCB12,0.09,0.33,0.73,0,0.42,0,0,0,15.7,1190.33,0.009,-4.710530702,825
XCB13,0.09,0.28,1.46,0,0,0,0,0,11.2,1115.6,1.015,0.014888612,725
XCB13,0.09,0.28,1.46,0,0,0,0,0,10.8,1115.6,0.146,-1.924148657,750
XCB13,0.09,0.28,1.46,0,0,0,0,0,12.4,1115.6,0.008,-4.828313737,775
XCB14,0.1,0.31,1.52,0,0.21,0,0,0,9.9,1124.96,0.032,-3.442019376,745
XCB14,0.1,0.31,1.52,0,0.21,0,0,0,11.9,1124.96,0.009,-4.710530702,775
XCB15,0.1,0.27,0.77,0,0,0.36,0,0,11.2,1134.32,3.247,1.177731493,755
XCB15,0.1,0.27,0.77,0,0,0.36,0,0,12.6,1134.32,0.144,-1.937941979,780
XCB15,0.1,0.27,0.77,0,0,0.36,0,0,13.1,1134.32,0.008,-4.828313737,790
XCB16,0.11,0.3,0.82,0,0.22,0.37,0,0,10,1153.01,0.142,-1.951928221,745
XCB16,0.11,0.3,0.82,0,0.22,0.37,0,0,10.7,1153.01,0.031,-3.473768074,765
XCB16,0.11,0.3,0.82,0,0.22,0.37,0,0,11.5,1153.01,0.008,-4.828313737,775
XCB17,0.11,0.29,0.78,0,0.46,0.38,0,0,9.9,1162.35,0.035,-3.352407217,755
XCB17,0.11,0.29,0.78,0,0.46,0.38,0,0,12.3,1162.35,0.009,-4.710530702,785
XCB18,0.1,0.31,0.77,0,0,1.62,0,0,12.6,1082.81,0.907,-0.097612829,725
XCB18,0.1,0.31,0.77,0,0,1.62,0,0,12.2,1082.81,0.132,-2.024953356,740
XCB18,0.1,0.31,0.77,0,0,1.62,0,0,12.3,1082.81,0.007,-4.96184513,755
XCB19,0.1,0.32,0.79,0,0.24,1.58,0,0,11.7,1110.92,0.008,-4.828313737,710
XCB21,0.11,0.33,0.88,0,0,3.5,0,0,16,1096.87,1.021,0.020782539,630
XCB21,0.11,0.33,0.88,0,0,3.5,0,0,15.4,1096.87,0.142,-1.951928221,655
XCB21,0.11,0.33,0.88,0,0,3.5,0,0,15,1096.87,0.008,-4.828313737,680
XCB24,0.11,0.37,0.97,0.81,0,1.61,0,0,14.9,1124.96,1.043,0.042101176,680
XCB24,0.11,0.37,0.97,0.81,0,1.61,0,0,14.3,1124.96,0.154,-1.870802677,705
XCB24,0.11,0.37,0.97,0.81,0,1.61,0,0,13.9,1124.96,0.008,-4.828313737,725
XCB25,0.11,0.36,0.95,0.79,0.2,1.59,0,0,13.8,1124.96,0.008,-4.828313737,715
XCB26,0.11,0.36,0.92,0.79,0.48,1.55,0,0,28,1134.32,0.009,-4.710530702,675
XCB27,0.1,0.3,0.72,0.3,0,0,0,0,11.8,1124.96,3.389,1.220534893,765
XCB27,0.1,0.3,0.72,0.3,0,0,0,0,13.5,1124.96,0.14,-1.966112856,790
XCB27,0.1,0.3,0.72,0.3,0,0,0,0,14.1,1124.96,0.009,-4.710530702,800
XCB28,0.11,0.33,0.75,0.29,0.22,0,0,0,10.7,1124.96,0.152,-1.883874758,760
XCB28,0.11,0.33,0.75,0.29,0.22,0,0,0,11.5,1124.96,0.035,-3.352407217,775
XCB28,0.11,0.33,0.75,0.29,0.22,0,0,0,12.3,1124.96,0.009,-4.710530702,785
XCB29,0.11,0.32,0.73,0.29,0.41,0,0,0,13.7,1143.67,0.036,-3.324236341,800
XCB29,0.11,0.32,0.73,0.29,0.41,0,0,0,15.1,1143.67,0.009,-4.710530702,815
XCB30,0.1,0.27,0.74,0.77,0,0,0,0,14.3,1143.67,1,0,775
XCB30,0.1,0.27,0.74,0.77,0,0,0,0,15.7,1143.67,0.145,-1.931021537,795
XCB30,0.1,0.27,0.74,0.77,0,0,0,0,16.9,1143.67,0.008,-4.828313737,810
XCB31,0.11,0.31,0.77,0.77,0.2,0,0,0,15,1153.01,0.032,-3.442019376,795
XCB31,0.11,0.31,0.77,0.77,0.2,0,0,0,17,1153.01,0.009,-4.710530702,815
XCB32,0.1,0.29,0.73,0.71,0.42,0,0,0,12.3,1157.68,0.037,-3.296837366,765
XCB32,0.1,0.29,0.73,0.71,0.42,0,0,0,14.6,1157.68,0.008,-4.828313737,790
XCB33,0.1,0.27,0.74,1.43,0,0,0,0,6,1106.24,0.92,-0.083381609,740
XCB33,0.1,0.27,0.74,1.43,0,0,0,0,6.6,1106.24,0.147,-1.917322692,755
XCB33,0.1,0.27,0.74,1.43,0,0,0,0,5.8,1106.24,0.008,-4.828313737,775
XCB34,0.11,0.31,0.79,1.48,0.21,0,0,0,7.7,1124.96,0.152,-1.883874758,750
XCB34,0.11,0.31,0.79,1.48,0.21,0,0,0,7.2,1124.96,0.033,-3.411247718,770
XCB34,0.11,0.31,0.79,1.48,0.21,0,0,0,5.8,1124.96,0.01,-4.605170186,775
XCB36,0.11,0.33,1.51,0,0.44,0,0,0,6.2,1162.35,0.009,-4.710530702,760
XCB37,0.19,0.39,0.73,1.13,0.56,0.04,0.04,0,15.3,1134.32,0.063,-2.764620553,815
XCB37,0.19,0.39,0.73,1.13,0.56,0.04,0.04,0,14.8,1134.32,0.312,-1.164752091,805
XCB37,0.19,0.39,0.73,1.13,0.56,0.04,0.04,0,13.5,1134.32,0.79,-0.235722334,790
XCB41,0.4,0.47,1.77,0,0,0,0,0,4.9,1091.82,1.102,0.097126711,665
XCB41,0.4,0.47,1.77,0,0,0,0,0,4.7,1091.82,0.157,-1.851509474,690
XCB41,0.4,0.47,1.77,0,0,0,0,0,4.5,1091.82,0.009,-4.710530702,715
XCB42,0.4,0.5,1.78,0,0.14,0,0,0,4.5,1091.82,0.15,-1.897119985,680
XCB42,0.4,0.5,1.78,0,0.14,0,0,0,4.3,1091.82,0.034,-3.381394754,695
XCB42,0.4,0.5,1.78,0,0.14,0,0,0,4.3,1091.82,0.009,-4.710530702,705
XCB43,0.4,0.52,1.79,0,0.32,0,0,0,4.5,1091.82,0.153,-1.877317358,660
XCB43,0.4,0.51,1.79,0,0.32,0,0,0,4.2,1091.82,0.035,-3.352407217,695
XCB43,0.4,0.51,1.79,0,0.32,0,0,0,4.2,1091.82,0.008,-4.828313737,710
XLo06,0.16,0.32,1.03,0.63,0.25,0.13,0.04,0.07,3.4,1337.57,0.5,-0.693147181,710
XLo06,0.16,0.32,1.03,0.63,0.25,0.13,0.04,0.07,2.7,1337.57,0.3,-1.203972804,720
XLo17,0.09,0.35,1.76,0.02,0.21,0,0.05,0.01,4,1337.57,3,1.098612289,735
XLo17,0.09,0.35,1.76,0.02,0.21,0,0.05,0.01,0.9,1337.57,0.5,-0.693147181,755
XLo30,0.16,0.7,0.97,0.85,0.4,0,0.05,0,3.1,1337.57,0.5,-0.693147181,770
XLo33,0.17,0.72,1,0.84,0.39,0,0.04,0,9.7,1337.57,0.5,-0.693147181,775
XLo35,0.17,0.72,0.97,0.86,0.4,0,0.04,0,18.1,1337.57,0.5,-0.693147181,775
XGb34,0.18,0.32,0.88,0.63,0.57,0.98,0,0.33,16.8,1114.33,0.077,-2.563949857,742
XGb34,0.18,0.32,0.88,0.63,0.57,0.98,0,0.33,14.5,1114.33,0.026,-3.649658741,755
XGb34,0.18,0.32,0.88,0.63,0.57,0.98,0,0.33,7.8,1114.33,0.007,-4.96184513,765
XRav1,0.28,0.28,1.08,0.21,0.06,0.13,0,0.32,17.5,1092.28,1,0,710
XRav1,0.28,0.28,1.08,0.21,0.06,0.13,0,0.32,17.4,1092.28,0.16,-1.832581464,735
XRav1,0.28,0.28,1.08,0.21,0.06,0.13,0,0.32,6.4,1092.28,0.004,-5.521460918,750
XGho2,0.04,0.47,1.81,0,0,0,0,0,8,1233.67,10,2.302585093,755
XGho2,0.04,0.47,1.81,0,0,0,0,0,8,1233.67,5,1.609437912,774
XGho2,0.04,0.47,1.81,0,0,0,0,0,8,1233.67,1,0,798
XGho2,0.04,0.47,1.81,0,0,0,0,0,8,1233.67,0.5,-0.693147181,805
XGho2,0.04,0.47,1.81,0,0,0,0,0,8,1233.67,0.1,-2.302585093,806
XGho3,0.04,0.46,1.68,0,0,0,0,0,9,1233.67,0.5,-0.693147181,784
XGho3,0.04,0.46,1.68,0,0,0,0,0,9,1233.67,0.1,-2.302585093,818
XHanB,0.1,0.3,1.64,0,0,0,0.03,0,23,1114.33,10,2.302585093,690
XHanB,0.1,0.3,1.64,0,0,0,0.03,0,23,1114.33,3,1.098612289,730
XHanB,0.1,0.3,1.64,0,0,0,0.03,0,23,1114.33,1,0,760
XHanB,0.1,0.3,1.64,0,0,0,0.03,0,23,1114.33,0.5,-0.693147181,750
XHanB,0.1,0.3,1.64,0,0,0,0.03,0,23,1114.33,0.2,-1.609437912,786
XHaCr,0.1,0.32,1.61,0.5,0,0,0.03,0,22,1114.33,3,1.098612289,700
XHaCr,0.1,0.32,1.61,0.5,0,0,0.03,0,22,1114.33,1,0,725
XHaCr,0.1,0.32,1.61,0.5,0,0,0.03,0,22,1114.33,0.5,-0.693147181,745
XHaCr,0.1,0.32,1.61,0.5,0,0,0.03,0,22,1114.33,0.2,-1.609437912,760
XHaMo,0.1,0.28,1.53,0,0.17,0,0.03,0,17.9,1114.33,0.2,-1.609437912,755
XOpi1,0.28,0.38,1.77,0.3,0.33,0.12,0.03,0.26,18.2,1116.17,2,0.693147181,655
XOpi1,0.28,0.38,1.77,0.3,0.33,0.12,0.03,0.26,18.1,1116.17,0.5,-0.693147181,700
XOpi1,0.28,0.38,1.77,0.3,0.33,0.12,0.03,0.26,17.5,1116.17,0.1,-2.302585093,730
XOpi1,0.28,0.38,1.77,0.3,0.33,0.12,0.03,0.26,15,1116.17,0.017,-4.074541935,755
XTer1,0.07,0.22,1.32,0.4,0.02,0,0.03,0.06,5.6,1128.87,28,3.33220451,710
XTer1,0.07,0.22,1.32,0.4,0.02,0,0.03,0.06,5.5,1128.87,8,2.079441542,750
XTer1,0.07,0.22,1.32,0.4,0.02,0,0.03,0.06,5.7,1128.87,3,1.098612289,775
XTer1,0.07,0.22,1.32,0.4,0.02,0,0.03,0.06,5.6,1128.87,1,0,790
XTer1,0.07,0.22,1.32,0.4,0.02,0,0.03,0.06,5.4,1128.87,0.3,-1.203972804,805
XTer2,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,13.4,1128.87,8,2.079441542,695
XTer2,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,13.2,1128.87,3,1.098612289,730
XTer2,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,12.8,1128.87,1,0,760
XTer2,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,12,1128.87,0.3,-1.203972804,780
XTer3,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,30.8,1128.87,8,2.079441542,695
XTer3,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,30.7,1128.87,3,1.098612289,730
XTer3,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,30.4,1128.87,1,0,765
XTer3,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,29.9,1128.87,0.3,-1.203972804,790
XTer4,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,25.1,1128.87,8,2.079441542,745
XTer4,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,25.1,1128.87,3,1.098612289,780
XTer4,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,24.9,1128.87,1,0,795
XTer4,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,24.2,1128.87,0.3,-1.203972804,800
XTer5,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,12.8,1128.87,8,2.079441542,735
XTer5,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,12.8,1128.87,3,1.098612289,770
XTer5,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,12.6,1128.87,1,0,795
XTer5,0.07,0.23,1.34,0.4,0.02,0,0.03,0.06,11.9,1128.87,0.3,-1.203972804,805
XBia1,0.22,0.55,1.54,0.86,0,0.04,0.04,0,11,1431.16,1,0,680
XBia1,0.22,0.55,1.54,0.86,0,0.04,0.04,0,11,1431.16,0.5,-0.693147181,720
XBia1,0.22,0.54,1.52,0.85,0,0.04,0.04,0,11,1431.16,0.1,-2.302585093,755
XBia2,0.22,0.58,1.58,0.88,0,0.04,0.03,0,11,1146.32,1,0,770
XBia2,0.22,0.58,1.58,0.88,0,0.04,0.03,0,11,1146.32,0.5,-0.693147181,785
XBia2,0.22,0.58,1.57,0.88,0,0.04,0.03,0,10.3,1146.32,0.1,-2.302585093,800
XBra1,0.18,0.38,2.15,0.47,0.02,0.06,0,0,7,994.11,25,3.218875825,685
XBra1,0.18,0.38,2.15,0.47,0.02,0.06,0,0,7,994.11,10,2.302585093,715
XBra1,0.18,0.38,2.15,0.47,0.02,0.06,0,0,7,994.11,5,1.609437912,720
XBra1,0.18,0.38,2.15,0.47,0.02,0.06,0,0,7,994.11,1,0,730
XBra1,0.18,0.38,2.15,0.47,0.02,0.06,0,0,4.3,994.11,0.5,-0.693147181,740
XBra1,0.18,0.38,2.15,0.47,0.02,0.06,0,0,3.5,994.11,0.1,-2.302585093,755
XYan1,0.18,0.21,0.22,0,0,0,0.04,0,7.9,1321.26,20,2.995732274,700
XYan1,0.18,0.21,0.22,0,0,0,0.04,0,7.9,1321.26,15,2.708050201,730
XYan1,0.18,0.21,0.22,0,0,0,0.04,0,7,1321.26,1,0,785
XYan2,0.18,0.23,0.24,0,0,0,0.05,0,20,1321.26,15,2.708050201,680
XYan2,0.18,0.23,0.24,0,0,0,0.05,0,20,1321.26,10,2.302585093,705
XYan2,0.18,0.23,0.24,0,0,0,0.05,0,20,1321.26,5,1.609437912,745
XYan2,0.18,0.23,0.24,0,0,0,0.05,0,17.8,1321.26,2,0.693147181,775
XYan2,0.18,0.23,0.23,0,0,0,0.05,0,16.2,1321.26,1,0,780
XOB03,0.13,0.34,1.02,0.42,0.01,0.02,0.06,0.01,12.5,1286.59,12,2.48490665,695
XOB03,0.13,0.34,1.02,0.42,0.01,0.02,0.06,0.01,12.5,1286.59,6,1.791759469,715
XOB03,0.13,0.34,1.02,0.42,0.01,0.02,0.06,0.01,12.4,1286.59,3,1.098612289,725
XOB04,0.22,0.35,1.41,0.23,0,0.05,0.04,0,7.5,1286.59,7.5,2.014903021,690
XOB04,0.22,0.35,1.41,0.23,0,0.05,0.04,0,7.5,1286.59,5,1.609437912,700
XOB04,0.22,0.35,1.41,0.23,0,0.05,0.04,0,7.5,1286.59,2.5,0.916290732,725
XOB04,0.22,0.35,1.41,0.23,0,0.05,0.04,0,7.5,1286.59,1,0,750
XOD05,0.17,0.58,1.67,0.04,0.01,0.04,0.03,0.01,6.6,1286.59,12,2.48490665,670
XOD05,0.17,0.58,1.67,0.04,0.01,0.04,0.03,0.01,6.7,1286.59,6,1.791759469,700
XOD05,0.17,0.58,1.67,0.04,0.01,0.04,0.03,0.01,6.8,1286.59,3,1.098612289,720
XOD05,0.17,0.58,1.67,0.04,0.01,0.04,0.03,0.01,6.8,1286.59,1.5,0.405465108,725
XOD06,0.14,0.32,1.31,0.27,0.16,0.06,0.04,0.01,6.2,1286.59,3,1.098612289,690
XOD06,0.14,0.32,1.31,0.27,0.16,0.06,0.04,0.01,6,1286.59,1.5,0.405465108,710
XOD07,0.17,0.28,1.48,0.09,0.06,0.06,0.06,0.03,4.8,1286.59,6,1.791759469,697
XOD07,0.17,0.28,1.48,0.09,0.06,0.06,0.06,0.03,4.8,1286.59,3,1.098612289,715
XOD07,0.17,0.28,1.48,0.09,0.06,0.06,0.06,0.03,4.7,1286.59,1.5,0.405465108,720
XOM02,0.1,0.3,0.69,0.24,0.4,1.09,0.05,0.01,20.3,1286.59,1.5,0.405465108,695
XOM03,0.1,0.34,1.68,1.04,0.01,1.12,0.05,0.01,28.2,1286.59,1.5,0.405465108,660
XOM05,0.2,0.36,0.8,1.12,0.01,0.02,0.05,0.01,28,1286.59,12,2.48490665,725
XOM05,0.2,0.36,0.8,1.12,0.01,0.02,0.05,0.01,28,1286.59,6,1.791759469,755
XOM05,0.2,0.36,0.8,1.12,0.01,0.02,0.05,0.01,28,1286.59,3,1.098612289,775
XOM05,0.2,0.36,0.8,1.12,0.01,0.02,0.05,0.01,28,1286.59,1.5,0.405465108,790
XOM07,0.2,0.4,1.78,0.27,0.01,1.15,0.05,0.01,28,1286.59,1.5,0.405465108,650
XOM08,0.2,0.41,1.82,0.27,0.62,0.03,0.05,0.02,13.5,1286.59,1.5,0.405465108,685
